class,label,concept
C-130,42,length of 97 feet
C-130,42,length of 97 feet (29.5 meters) and a wingspan of 132 feet (4
C-130,42,"length of 97 feet (29.6 meters), a wingspan of 132 feet"
C-130,42,length of 98 feet (29.87 meters) and a wingspan of 132
C-130,42,length of over 30 meters
C-130,42,lighter green or tan on the top
C-130,42,load and unload cargo
C-130,42,located in front of the cockpit
C-130,42,long and slender
C-130,42,long body
C-130,42,long range
C-130,42,long service life
C-130,42,low-wing monoplane with a tricycle landing gear
C-130,42,main wheels are located close together under the fuselage
C-130,42,manufactured in a variety of different variants
C-130,42,many years of service expected
C-130,42,"maximum payload of 45,000 pounds (20,412 kilograms)"
C-130,42,"maximum range of over 5,000"
C-130,42,maximum speed of 517 kilometers per hour
C-130,42,maximum speed of 518 km/h
C-130,42,maximum speed of 518 miles per hour (832 kilometers per hour) and a cruising
C-130,42,maximum speed of 518 mph
C-130,42,maximum speed of 521 mph
C-130,42,maximum speed of 590 kilometers per hour
C-130,42,maximum speed of 590 mph
C-130,42,maximum speed of 630 miles per hour
C-130,42,maximum speed of approximately 575 mph
C-130,42,"maximum takeoff weight of 155,000 pounds"
C-130,42,"maximum takeoff weight of 155,000 pounds (70,306 kilograms)"
C-130,42,"maximum takeoff weight of 155,000 pounds (70,307 kilograms)"
C-130,42,"maximum takeoff weight of about 175,000 pounds"
C-130,42,mission is to provide tactical airlift support for ground forces
C-130,42,"more than 2,400 aircrafts have been built"
C-130,42,"more than 2,500 aircrafts have been built"
C-130,42,"more than 5,000 kilometers"
C-130,42,most common color is green
C-130,42,most commonly used for carrying cargo
C-130,42,most produced hercules aircraft
C-130,42,most produced western military aircraft in history
C-130,42,most recently in the aftermath of hurricane katrina in 2005
C-130,42,mostly used by the united states air force
C-130,42,mostly used for cargo transport
C-130,42,mostly used for transport missions
C-130,42,mostly used in a green camo color
C-130,42,often used in humanitarian efforts as well
C-130,42,one of the most recognizable military transport planes in the world
C-130,42,one of the most successful military aircraft ever built
C-130,42,one of the most versatile aircraft in the world
C-130,42,one of the most versatile and successful military aircraft ever designed
C-130,42,one of the most widely used military aircraft in the world
C-130,42,only aircraft in its class still in production
C-130,42,only military aircraft to have been in continuous production for over 60 years
C-130,42,operate from short airstrips
C-130,42,operated by a crew of four
C-130,42,"operated by a crew of four: a pilot, a co-pilot,"
C-130,42,"operated by a crew of four: two pilots, a navigator, and"
C-130,42,operated by more than 60 countries
C-130,42,operated by more than 60 nations
C-130,42,"originally designed as troop, medical evacuation, and cargo transport aircraft"
C-130,42,"over 1,200 aircrafts have been built"
C-130,42,"over 1,200 have been built"
C-130,42,"over 2,500 built"
C-130,42,"over 2,500 built since the aircraft was first introduced in 1956"
C-130,42,"over 2,500 have been built"
C-130,42,over 50 years in service
C-130,42,over forty variants and versions of the hercules
C-130,42,painted in a camouflage pattern
C-130,42,paradropping operations
C-130,42,payload capacity of more than 20 tons
C-130,42,payload capacity of over 20 tons
C-130,42,"payload of over 20,000 kg"
C-130,42,"pilot, co-pilot, navigator, and two loadmasters"
C-130,42,"pilot, co-pilot, navigator, flight engineer, and loadmaster"
C-130,42,plane has a high-mounted tail with a horizontal stabilizer
C-130,42,plane has a high-mounted tailplane with a unique downward-sloping
C-130,42,power-to-weight ratio
C-130,42,powered by four allison t56 turboprop engines
C-130,42,powered by four allison t56-a-15 turboprop engines
C-130,42,powered by four turboprop engines
C-130,42,powered by propellers
C-130,42,pressurized cabin
C-130,42,pressurized cargo hold
C-130,42,primarily used for transport missions
C-130,42,primary mission is to transport troops
C-130,42,"primary mission is to transport troops, weapons, and supplies"
C-130,42,primary transport aircraft of the united states air force
C-130,42,primary transport for the u.s. air force
C-130,42,produced by lockheed martin
C-130,42,produced in a number of different variants
C-130,42,"range of 3,220 miles"
C-130,42,"range of 3,380 miles"
C-130,42,"range of 3,700 miles"
C-130,42,"range of 3,880 miles"
C-130,42,"range of 3,880 miles (6,267 kilometers) and a service ceiling of 4"
C-130,42,"range of 4,700 miles"
C-130,42,"range of 5,000 miles"
C-130,42,"range of about 3,800 miles"
C-130,42,"range of more than 10,000 kilometers"
C-130,42,"range of over 3,000 miles"
C-130,42,"range of over 4,000 kilometers"
C-130,42,"range of over 4,000 miles"
C-130,42,"range of over 5,000 miles"
C-130,42,"range of over 7,000 km"
C-130,42,recognized around the world
C-130,42,reliable
C-130,42,remain in service for many years to come
C-130,42,remains in service with many militaries around the world
C-130,42,rich blue color with a deep hue
C-130,42,rough terrain and in all weather conditions
C-130,42,rugged and reliable
C-130,42,served as tactical airlift aircraft in many nato
C-130,42,short airstrips
C-130,42,short and unprepared airstrips
C-130,42,"short, unimproved airstrips"
C-130,42,"short, unprepared airstrips"
C-130,42,stay in the air for long periods of time
C-130,42,stay in the air for over 12 hours
C-130,42,stay in the air for up to 12 hours
C-130,42,steerable
C-130,42,still in production
C-130,42,still in production today
C-130,42,tail is tall and horizontal
C-130,42,tail is tall and narrow
C-130,42,"tail number, which is usually a six-digit number"
C-130,42,take off and land on short airstrips
C-130,42,take off and land on short and unprepared airstrips
C-130,42,take off and land on short and unprepared runways
C-130,42,take off and land on short runways
C-130,42,takeoffs and landings in rough terrain
C-130,42,takeoffs and landings on rough
C-130,42,tires are very large
C-130,42,top speed of 575 mph
C-130,42,transport aircraft
C-130,42,"transport, cargo, or special missions"
C-130,42,transporting supplies to areas in need
C-130,42,tricycle landing gear
C-130,42,two large cargo doors on the rear fuselage
C-130,42,"two pilots, a navigator, a loadmaster, and"
C-130,42,"two pilots, a navigator, and"
C-130,42,"two pilots, a navigator, and a loadmaster"
C-130,42,unique and easily recognizable shape
C-130,42,"up to 28,000 feet"
C-130,42,"up to 35,000 feet"
C-130,42,"up to 42,000 pounds of cargo"
C-130,42,up to 92 passengers
C-130,42,"up to 92 passengers or 20,000 pounds of cargo"
C-130,42,"up to 92 passengers or 36,000lbs of cargo"
C-130,42,"up to 92 passengers or a payload of over 18,000 kilograms"
C-130,42,"up to 92 passengers or over 20,000 pounds of cargo"
C-130,42,used all over the world
C-130,42,used by a number of different militaries around the
C-130,42,"used by a number of militaries around the world for transport, search and rescue,"
C-130,42,used by both the military and civilian operators
C-130,42,used by many different countries around the world
C-130,42,used by many militaries around the world
C-130,42,used by militaries and humanitarian organizations around the world
C-130,42,used by militaries around the world
C-130,42,"used by militaries around the world for transport, cargo, and personnel missions"
C-130,42,used by more than 60 countries
C-130,42,used by more than 60 countries around the world
C-130,42,used by over 50 countries
C-130,42,used by over 60 countries
C-130,42,used by over 60 countries worldwide
C-130,42,used by the air forces of over 60 countries
C-130,42,used by the militaries of many countries
C-130,42,used by the military
C-130,42,used by the military and civilian operators
C-130,42,used by the military and civilian organizations all over the world
C-130,42,used by the military forces of over 50 countries
C-130,42,"used by the united states air force, air national guard, and marine corps"
C-130,42,"used by the us air force, army, marines, and coast guard"
C-130,42,"used by the us air force, the us marine corps, and the us coast guard"
C-130,42,used by the us military and over 60 other countries
C-130,42,used for a variety of missions
C-130,42,"used for a variety of missions, including airlift support, troop transport, and disaster relief"
C-130,42,"used for a variety of missions, including airlift, airdrop, and aerial re"
C-130,42,"used for a variety of missions, including airlift, airdrop, and electronic warfare"
C-130,42,used for airdrops
C-130,42,used for airdrops of supplies and equipment
C-130,42,used for carrying troops and other supplies
C-130,42,used for disaster relief
C-130,42,used for humanitarian aid
C-130,42,used for humanitarian missions
C-130,42,used for medical evacuations
C-130,42,used for medical evacuations and airdrops of supplies
C-130,42,used for search and rescue missions
C-130,42,used for short takeoffs and landings
C-130,42,used in a
C-130,42,"used in a number of conflicts, including the vietnam war, the gulf war, and the"
C-130,42,used in a variety
C-130,42,"used in a variety of combat operations, including the vietnam war, the gulf war, and"
C-130,42,used in a variety of conflicts
C-130,42,used in a variety of conflicts including the vietnam
C-130,42,used in a variety of different missions
C-130,42,used in a variety of different roles
C-130,42,used in a variety of military and civilian applications
C-130,42,used in a variety of military conflicts
C-130,42,used in a variety of missions
C-130,42,"used in a variety of missions, including combat, humanitarian"
C-130,42,"used in a variety of missions, including disaster relief, search and rescue, and aerial"
C-130,42,"used in a variety of missions, including search and rescue, surveillance, and firefighting"
C-130,42,"used in a variety of roles, including air-to-air refueling,"
C-130,42,"used in a variety of roles, including airlift, aerial"
C-130,42,used in many different environments
C-130,42,"usually has a few other markings, such as unit insignia or squadr"
C-130,42,usually painted in a camouflage pattern
C-130,42,variety of environments
C-130,42,versatile aircraft
C-130,42,"versatile airframe has found uses in a variety of other roles, including as a gun"
C-130,42,versatile and reliable aircraft
C-130,42,versatile design
C-130,42,versatility is unmatched
C-130,42,very distinct and easily recognizable pattern
C-130,42,very distinct appearance
C-130,42,very maneuverable
C-130,42,very popular aircraft
C-130,42,very reliable aircraft
C-130,42,very rich and deep blue color
C-130,42,very short distance
C-130,42,very versatile aircraft
C-130,42,very versatile and useful aircraft
C-130,42,weather radar or medical evacuation equipment
C-130,42,white underside
C-130,42,wide body
C-130,42,wide range of conditions
C-130,42,will continue to be so for many
C-130,42,wings are short and stubby
C-130,42,wings are swept back
C-130,42,wings are swept back at a sharp angle
C-130,42,wings that are swept back at an angle
C-130,42,wingspan of 112 feet
C-130,42,wingspan of 132 feet
C-130,42,wingspan of about 100 feet
C-130,42,wingspan of about 130 feet
C-130,42,wingspan of almost 40 meters
C-130,42,wingspan of approximately 100 feet
C-130,42,workhorse of the military
C-47,43,"10,000 were built during the war"
C-47,43,17 feet high
C-47,43,36 passengers
C-47,43,40 passengers
C-47,43,"40 passengers or 6,000 pounds of cargo"
C-47,43,"6,000 lb (2,700 kg) of cargo"
C-47,43,"6,000 lbs of cargo"
C-47,43,"6,000 pounds of cargo"
C-47,43,63 feet long
C-47,43,64 feet long
C-47,43,65 feet in length with a wingspan of 95 feet
C-47,43,70 feet long
C-47,43,"80 troops or 30,000 lbs of cargo"
C-47,43,a lot of windows that let in a lot of light
C-47,43,a variety of different missions
C-47,43,a very dark and saturated blue
C-47,43,a very deep and vibrant blue
C-47,43,absolutely stunning color
C-47,43,accommodate a variety of payloads
C-47,43,accommodate up to 100 passengers or cargo
C-47,43,accommodate up to thirty-six passengers
C-47,43,adapted to a variety of uses
C-47,43,add a second engine
C-47,43,after the war
C-47,43,"after the war, it became a popular civilian airliner"
C-47,43,ailerons on both wings
C-47,43,airborne assault missions
C-47,43,almost black
C-47,43,"almost black, but with a deep blue hue"
C-47,43,almost like a black
C-47,43,almost like a navy blue color
C-47,43,almost navy
C-47,43,also has a herringbone pattern on the bottom of its fuselage
C-47,43,approximately 74 feet long
C-47,43,armed with defensive machine guns for use in combat
C-47,43,armed with three.50 caliber machine guns for defense
C-47,43,armed with twin.30-caliber (7.62 mm) machine guns in
C-47,43,as well as by airlines and civilian operators
C-47,43,beautiful aircraft
C-47,43,blue
C-47,43,blue and white ailerons
C-47,43,blue and white canopy
C-47,43,blue and white chevrons on the wings
C-47,43,blue and white color scheme
C-47,43,blue and white fuselage
C-47,43,blue and white landing gear
C-47,43,blue and white rudder
C-47,43,blue and white stripes on the fuselage
C-47,43,blue nose and a white tail
C-47,43,blue on the upper surfaces and white on the lower surfaces
C-47,43,"can carry up to 28 passengers or 6,000 pounds of cargo"
C-47,43,"can carry up to 50 passengers or 6,000 pounds of cargo"
C-47,43,"capable of carrying up to 40 passengers or 6,000 pounds of cargo"
C-47,43,capable of operating from rough airstrips
C-47,43,"capable of operating in a variety of environments, including both land and water"
C-47,43,capable of operating in a wide range of roles
C-47,43,capable of operating in a wide variety of conditions
C-47,43,capable of stol performance
C-47,43,capable of takeoffs and landings from short and unprepared airstrips
C-47,43,carry up to 40 passengers
C-47,43,"carry up to 6,000 pounds of cargo"
C-47,43,carrying up to 30 passengers
C-47,43,co-pilot
C-47,43,"cockpit is located at the front of the aircraft, just behind the nose"
C-47,43,color is very dark and rich
C-47,43,color is very deep and intense
C-47,43,color is very intense and vibrant
C-47,43,color is very rich and saturated
C-47,43,color is very rich and vibrant
C-47,43,color is very striking
C-47,43,color is very unique
C-47,43,color that is sure to please everyone
C-47,43,configured for a variety of roles
C-47,43,constructed of aluminum
C-47,43,constructed of aluminum and steel
C-47,43,continued to be used by a number of airlines and militaries around
C-47,43,continuous production since its inception in 1941
C-47,43,conventional tailwheel landing gear configuration
C-47,43,could also be fitted with bombs and other ordnance for ground attack missions
C-47,43,"could carry up to 28 passengers or 6,000 pounds (2,700 kg) of cargo"
C-47,43,crew of three
C-47,43,crew of three operated by a crew of three
C-47,43,crew of two
C-47,43,cruise speed of around 230 mph
C-47,43,"cruising speed of 140 mph (230 km/h) and a range of 2,"
C-47,43,cruising speed of 150 miles per hour
C-47,43,cruising speed of 170 mph
C-47,43,cruising speed of 185 mph (298 km/h)
C-47,43,cruising speed of 200 miles per hour (320 km/h) and a range of
C-47,43,cruising speed of about 200 miles per hour
C-47,43,cruising speed of approximately 200 miles per hour
C-47,43,cruising speed of approximately 220 miles per hour
C-47,43,cruising speed of around 150 mph
C-47,43,"cruising speed of around 170 knots (200 mph, 320 km/h"
C-47,43,cruising speed of around 170 mph
C-47,43,cruising speed of around 175 mph
C-47,43,cruising speed of around 200 miles per hour
C-47,43,cruising speed of around 200 mph
C-47,43,cruising speed of around 300 mph
C-47,43,dark and strong color
C-47,43,dark blue
C-47,43,dark blue color
C-47,43,dark color
C-47,43,deep blue color
C-47,43,deep color
C-47,43,"deep, dark blue"
C-47,43,depending on the configuration
C-47,43,designed by douglas aircraft company in 1940
C-47,43,designed for rough-field operation
C-47,43,developed from the civilian aircraft airliner
C-47,43,developed from the civilian douglas aircraft airliner
C-47,43,developed from the douglas aircraft airliner
C-47,43,developed from the earlier aircraft
C-47,43,developed from the earlier aircraft aircraft
C-47,43,"distinctive ""double-bubble"" canopy over the cockpit"
C-47,43,distinctive herringbone pattern on the upper surface of its wings
C-47,43,distinctive high-wing configuration
C-47,43,distinctive livery with a blue and white checkered pattern
C-47,43,distinctive livery with a blue and white fuselage and red and white wings
C-47,43,distinctive olive green and gray color scheme
C-47,43,distinctive pattern
C-47,43,distinctive set of double-slanted windows along the sides of the fuselage
C-47,43,distinctive twin-engine design
C-47,43,distinctive twin-tailed design
C-47,43,"distinctive upper wing ""d-day"" invasion stripe paint scheme"
C-47,43,distinctive “double-bubble” fuselage
C-47,43,"distinctive, easily recognizable twin-boom and two-engined configuration"
C-47,43,distinguished history
C-47,43,douglas aircraft company
C-47,43,driven by the engines
C-47,43,easily distinguished from the aircraft by its military-style paint scheme and markings
C-47,43,easily recognizable by its distinctive double-rudder tail configuration
C-47,43,easily recognized by its distinctive high-wing design
C-47,43,easy to recognize
C-47,43,"empty weight of the aircraft is 16,765 lb (7,620 kg) and the"
C-47,43,enduring symbol of the power and versatility of the us military
C-47,43,equipped with a variety of mission-specific equipment
C-47,43,"equipped with a variety of weapons, including machine guns and bombs"
C-47,43,equipped with large cargo doors for loading and unloading cargo
C-47,43,equipped with skis for landing on snow-covered airstrips
C-47,43,"equipped with two 1,200 horsepower engines"
C-47,43,equipped with two pratt & whitney r-1830 radial engines
C-47,43,exterior is a deep blue color with white and red stripes running down the length of the fuse
C-47,43,exterior is silver with blue and white stripes running down the length of the fuselage
C-47,43,"exterior of the aircraft is painted in a variety of color schemes, depending on the operator"
C-47,43,extremely deep and dark color
C-47,43,extremely deep blue color
C-47,43,eye-catching
C-47,43,fabric-covered control surfaces
C-47,43,fabric-covered wing
C-47,43,first flew in 1935
C-47,43,first flew in 1941
C-47,43,first flown in 1935
C-47,43,first introduced in 1941
C-47,43,fly at speeds of up to 200 miles per hour
C-47,43,fly for hours without stopping
C-47,43,fly for long distances
C-47,43,fly for over 24 hours
C-47,43,"four engines, two on each wing"
C-47,43,good safety record
C-47,43,"gorgeous, deep blue color"
C-47,43,has a height of approximately 20 feet
C-47,43,height of 17 feet
C-47,43,height of 8.2 meters
C-47,43,high wing
C-47,43,high wing configuration
C-47,43,high wing with swept-back leading edges and a pronounced dihedral
C-47,43,high-wing design
C-47,43,highly versatile aircraft
C-47,43,houses the radar
C-47,43,iconic aircraft
C-47,43,iconic plane that is known around the world
C-47,43,in active service with many militaries around the world
C-47,43,in service for over 70 years
C-47,43,in service with a variety of militaries and civilian operators for over 70 years
C-47,43,in use today
C-47,43,interior is very spacious and comfortable
C-47,43,"involved in a number of accidents and incidents over the years, including a number of crashes"
C-47,43,just over 74 feet long
C-47,43,"known as the ""dakota"" in the british commonwealth and as the ""gooney"
C-47,43,"known as the ""gooney bird"""
C-47,43,known as the dakota or the gooney bird
C-47,43,known for its durability and versatility
C-47,43,known for its stol capabilities
C-47,43,landing gear
C-47,43,landing gear and a tailwheel-type landing gear arrangement
C-47,43,landing gear configuration
C-47,43,landing gear retracts into fairings in the wing
C-47,43,landing gear underneath each wing
C-47,43,large aircraft
C-47,43,large cargo door on the rear fuselage for loading and unloading
C-47,43,large cargo door on the side of the fuselage
C-47,43,large cargo doors on the side of the fuselage
C-47,43,large cargo hold
C-47,43,large cargo hold that runs the length of the aircraft
C-47,43,large flaps on the trailing edge of the wing
C-47,43,large fuselage
C-47,43,large military transport aircraft
C-47,43,large star and stripe marking on the side
C-47,43,"large, boxy body"
C-47,43,"large, boxy fuselage"
C-47,43,"large, square fuselage"
C-47,43,legend
C-47,43,length of 29.8 meters
C-47,43,length of 63 feet
C-47,43,"length of 63.5 ft (19.4 m), wingspan of 95.3"
C-47,43,length of 64 feet
C-47,43,length of 74 feet
C-47,43,length of 93 feet
C-47,43,length of the aircraft is approximately 74 feet
C-47,43,long and distinguished history
C-47,43,long history of service
C-47,43,long nose
C-47,43,long nose and a swept-back wing design
C-47,43,long range
C-47,43,"long, narrow fuselage"
C-47,43,"long, slender fuselage"
C-47,43,"long, wide wingspan"
C-47,43,look great in a nursery or child's room
C-47,43,looks almost like a navy blue
C-47,43,looks beautiful in the sunlight
C-47,43,looks like a large military transport plane
C-47,43,low-wing aircraft with a tricycle landing gear
C-47,43,low-wing monoplane design
C-47,43,low-wing monoplane with a triple-tail design and a tricycle landing
C-47,43,main gear consisting of two wheels on each side
C-47,43,main gear in the rear
C-47,43,main gear retracting into the engine nacelles
C-47,43,main wheels under the wing
C-47,43,make a lot of noise
C-47,43,"maximum 28 passengers or 6,000 pounds of cargo"
C-47,43,"maximum 40 passengers or 6,000 kilograms of cargo"
C-47,43,"maximum range of 3,700 miles"
C-47,43,maximum speed of 518 kilometers per hour
C-47,43,maximum speed of approximately 230 mph
C-47,43,"maximum takeoff weight of 34,000 pounds"
C-47,43,"maximum takeoff weight of approximately 46,000 pounds"
C-47,43,"maximum takeoff weight of around 30,000 pounds"
C-47,43,metal airframe
C-47,43,"more than 10,000 were built"
C-47,43,more than 80 years in service
C-47,43,most pronounced at the leading edge of the wing
C-47,43,mostly used for transport and troop carrier missions
C-47,43,navigation aids and a communications system
C-47,43,navigator
C-47,43,nose wheel in front
C-47,43,number of aircrafts are still in use today as private and cargo aircraft
C-47,43,"often called the ""blue goose"" or the ""d-day dakota""."
C-47,43,one of the most recognizable aircraft
C-47,43,one of the most successful military aircraft ever designed
C-47,43,one of the most versatile aircraft of world war ii
C-47,43,one on each side of the tail
C-47,43,only retired in 1975
C-47,43,operate in rugged terrain
C-47,43,operated by a crew of two pilots and a navigator
C-47,43,operated by a flight crew of four to six people
C-47,43,operated by numerous militaries and airlines around the world
C-47,43,operated by over 80 countries worldwide
C-47,43,"operating in a variety of roles including troop transport, cargo transport, and medical"
C-47,43,"or 18 passengers and 3,200 lb (1,400 kg)"
C-47,43,"over 10,000 aircraft being built"
C-47,43,"over 10,000 aircrafts were built during the war"
C-47,43,"over 15,000 have been built"
C-47,43,painted in a camouflage pattern
C-47,43,painted in a camouflage scheme
C-47,43,painted in a military camo scheme
C-47,43,painted in a military camouflage scheme
C-47,43,painted in military green with a white star on the tail
C-47,43,painted olive drab with the markings of the united states air force
C-47,43,"passenger transport, cargo transport, or as a military transport"
C-47,43,perfect color for a summer day
C-47,43,perfect for carrying large loads
C-47,43,perfect for use in any situation
C-47,43,pilot and a co-pilot
C-47,43,"pilot, co-pilot, and navigator"
C-47,43,"pilot, copilot, and navigator"
C-47,43,plane can seat up to 36 passengers
C-47,43,plane that has a rich history and is loved by many
C-47,43,played a key role in many historical events
C-47,43,popular choice for airlines and private operators
C-47,43,"powered by two 1,200-horsepower (890 kw) pratt"
C-47,43,powered by two pratt & whitney r-1830 engines
C-47,43,powered by two pratt & whitney r-1830 radial engines
C-47,43,powered by two pratt & whitney r-1830-92 radial engines
C-47,43,powered by two radial engines
C-47,43,powered by two wright r-1820 radial engines
C-47,43,powered by two wright r-1820-97 radial engines
C-47,43,produced in large numbers during the war
C-47,43,"produced in large numbers during the war, with over 10,000 being built"
C-47,43,"range is approximately 1,500 miles"
C-47,43,"range is around 2,100 miles"
C-47,43,"range of 1,500 miles"
C-47,43,"range of 1,650 miles (2,660 km)"
C-47,43,"range of 2,100 miles"
C-47,43,"range of 2,700 miles"
C-47,43,"range of 3,500 miles"
C-47,43,"range of 4,800 kilometers"
C-47,43,"range of about 1,500 miles"
C-47,43,"range of approximately 1,500 miles"
C-47,43,"range of approximately 2,200 miles"
C-47,43,"range of approximately 2,500 miles"
C-47,43,"range of around 1,500 miles"
C-47,43,"range of around 2,000 miles"
C-47,43,"range of around 2,500 miles"
C-47,43,"range of around 2,700 miles"
C-47,43,"range of around 2,700 nautical miles (5,000 km)"
C-47,43,"range of around 3,000 miles"
C-47,43,"range of over 2,000 miles"
C-47,43,"range of over 2,500 miles"
C-47,43,"range of over 2,700 miles"
C-47,43,reach speeds of up to 230 mph
C-47,43,recognized around the world
C-47,43,recognized by many people
C-47,43,reliable and durable aircraft
C-47,43,reliable and easy to maintain
C-47,43,reliable plane
C-47,43,remains a popular choice for a variety of tasks
C-47,43,remains in service today
C-47,43,reputation for being reliable and easy to maintain
C-47,43,response to a request by the united states army air corps for
C-47,43,rich blue color
C-47,43,rounded nose and tail
C-47,43,rounded nose and tall tail
C-47,43,rugged aircraft
C-47,43,saw service in a number of different theaters of war
C-47,43,"saw service in a variety of conflicts, including world war ii,"
C-47,43,saw service in a wide variety of roles during world war
C-47,43,saw service in nearly every theater of conflict
C-47,43,saw service in world war ii
C-47,43,saw widespread service during world war ii and the berlin
C-47,43,search and rescue
C-47,43,seen action in virtually every major conflict since world war ii
C-47,43,served in a variety of conflicts over the years
C-47,43,served in a variety of military and civilian roles for over 70 years
C-47,43,served in every theater of world war ii
C-47,43,"service ceiling of 23,000 feet"
C-47,43,"service ceiling of 27,000 feet"
C-47,43,"service in world war ii, the korean war, and the vietnam war"
C-47,43,"service today in a variety of roles, including cargo transport, disaster relief, and even as"
C-47,43,silver with blue and white stripes on the wings and tail
C-47,43,skytrain
C-47,43,slight greenish tint to it
C-47,43,slight hint of green in it
C-47,43,slight purple hue to it
C-47,43,smaller passenger door on the other side
C-47,43,some other minor modifications
C-47,43,spacious interior with a high ceiling
C-47,43,still in use by militaries around the world
C-47,43,still in use today
C-47,43,still in use today by a number of different airlines
C-47,43,still in use today by a number of militaries and airlines around the world
C-47,43,still in use today by a number of militaries and civilian operators
C-47,43,still in use today by a number of militaries and civilian operators around the world
C-47,43,still in use today by both military and civilian operators
C-47,43,"still in use today in a variety of roles including air ambulance, cargo transport, and sky"
C-47,43,"still in use today, both in the military and for commercial purposes"
C-47,43,"still in use today, more than 70 years after it was first introduced"
C-47,43,"strong, straight line running down the center of the fuselage"
C-47,43,stunning color
C-47,43,sturdy aircraft
C-47,43,tailwheel landing gear
C-47,43,tailwheel landing gear configuration
C-47,43,take off and land in relatively short distances
C-47,43,take off and land on short airstrips
C-47,43,tall tail that helps the plane to take off and land safely
C-47,43,tall tail with a fin at the top
C-47,43,"tall, square-topped fuselage"
C-47,43,tapered wing with large ailerons
C-47,43,third engine in the nose
C-47,43,this herringbone pattern is caused by the interaction of the airflow over the wing and
C-47,43,three-bladed propeller on each engine
C-47,43,"today, the aircraft is still in use by many militaries around the world"
C-47,43,top speed of approximately 230 miles per hour
C-47,43,top speed of nearly 200 miles per hour
C-47,43,"total of 10,926 aircraft aircraft were built during world war ii"
C-47,43,"total of 10,926 aircrafts were built during world war ii"
C-47,43,transport aircraft
C-47,43,transport or troop carrier missions
C-47,43,tricycle landing gear
C-47,43,tricycle landing gear system
C-47,43,"troop transport, medical evacuation, and resupply missions"
C-47,43,true classic of military aviation
C-47,43,true workhorse
C-47,43,twin engine configuration
C-47,43,twin engines
C-47,43,twin engines give it the power it needs to take off and land in a variety of conditions
C-47,43,twin radial engines mounted on each wing
C-47,43,twin-engine aircraft
C-47,43,twin-engine airplane with a large fuselage
C-47,43,twin-engine cargo aircraft with a distinctive nose
C-47,43,twin-engine military transport aircraft
C-47,43,twin-engine transport aircraft
C-47,43,"twin-engine, cargo aircraft"
C-47,43,"twin-engine, fixed-wing aircraft used for transport purposes"
C-47,43,"twin-engine, low-wing aircraft with a traditional tail design"
C-47,43,"twin-engine, low-wing aircraft with a tricycle landing gear"
C-47,43,"twin-engine, low-wing military transport aircraft"
C-47,43,"twin-engine, military transport aircraft"
C-47,43,"twin-engine, piston-driven aircraft with a cruising speed of around 170 miles"
C-47,43,"twin-engined, low-wing aircraft with a tricycle landing gear"
C-47,43,"twin-engined, low-wing, military transport aircraft"
C-47,43,"twin-engined, military transport aircraft"
C-47,43,two engines
C-47,43,two engines mounted on the wing
C-47,43,two large cargo doors on the side
C-47,43,two large doors on the side of the cargo hold
C-47,43,two large engines mounted on its wings
C-47,43,two large engines mounted on the wings
C-47,43,two large propellers
C-47,43,two main wheels under the wing
C-47,43,"two sets of landing gear, each with four wheels"
C-47,43,two vertical stabilizers
C-47,43,two wing-mounted engines
C-47,43,typically operated in support of military or humanitarian missions
C-47,43,unarmed
C-47,43,undercarriage has a tailwheel undercarriage
C-47,43,unique livery with a blue and white cheatline
C-47,43,up to 100 passengers
C-47,43,up to 28 passengers
C-47,43,"up to 28 passengers or 6,000 lbs of cargo"
C-47,43,"up to 28 passengers or 6,000 pounds of cargo"
C-47,43,up to 3 tons of cargo
C-47,43,up to 32 passengers
C-47,43,"up to 32 passengers or 6,000 pounds of cargo"
C-47,43,"up to 36 passengers or 18,000 pounds of cargo"
C-47,43,"up to 40 passengers or 6,000 pounds of cargo"
C-47,43,"up to 70 passengers or 6,000 pounds of cargo"
C-47,43,"up to 80 passengers or 6,000 pounds of cargo"
C-47,43,"up to about 30 passengers or 6,000 pounds of cargo"
C-47,43,us military continued to use the aircraft after the war
C-47,43,"use today by a number of different operators, including the united states air force"
C-47,43,"used as a glider tug, to tow gliders into the air for air"
C-47,43,used as a transport aircraft
C-47,43,"used as a transport aircraft, cargo plane, troop carrier, and even as a glide"
C-47,43,used by a number of different militaries during the war
C-47,43,used by civilian airlines for cargo flights
C-47,43,used by many airlines for cargo and passenger transport
C-47,43,used by many different airlines
C-47,43,used by many militaries around the world
C-47,43,"used by the allies for troop transport, paratroop drops, and resuppl"
C-47,43,used by the military and civilian airlines around the world
C-47,43,used by the military for transport and cargo missions
C-47,43,used during the berlin airlift in 1948-1949
C-47,43,used during world war ii
C-47,43,used extensively by the allies during world war ii
C-47,43,used extensively by the allies during world war ii and the korean war
C-47,43,used extensively during world war ii
C-47,43,"used extensively during world war ii for troop transport, cargo transport, and medical evacuation"
C-47,43,"used extensively during world war ii for troop transport, supply drops, and medical evacuation"
C-47,43,used for a variety of purposes
C-47,43,used for a variety of tasks
C-47,43,used for carrying troops and cargo
C-47,43,used for many different purposes
C-47,43,"used for transport, medical evacuation, and airborne assault missions"
C-47,43,"used in a variety of roles during the war, including troop transport, supply drops, and"
C-47,43,used in a variety of roles including medical evacuation and airdropping supplies
C-47,43,"used in a variety of roles including troop transport, cargo transport, and paratroop"
C-47,43,used in a variety of roles over the years
